Dataset,family_id,individual_id,lat1_obs,long1_obs,city1_obs,country1_obs,lat2_obs,long2_obs,city2_obs,country2_obs,#,Northeast Asian,Mediterranean,Southern African,Southwest Asian,Native American,Oceanian,Southeast Asia,Northern European,Subsaharan African,ClosestPop_prd,Lat_pred,Long_pred
Gladstein2019_343AJ,Germany-Lithuania_GRC11050909,Germany-Lithuania_GRC11050909,52.5218,13.4015,Berlin,Germany,54.6834,25.3166,Vilnius,Lithuania,490,"0,026516","0,511525",1E-05,"0,241852",1E-05,"0,011934","0,024709","0,146618","0,036827",Turk_2,"39,5622","37,8674"
Gladstein2019_343AJ,Germany-Poland_GRC000530,Germany-Poland_GRC000530,52.5218,13.4015,Berlin,Germany,52.25,21.0,Warsaw,Poland,491,"0,023406","0,510337","0,003434","0,228342","0,02102","0,003069","0,018373","0,161525","0,030494",Turk_2,"40,9165","36,7129"
Gladstein2019_343AJ,Germany-Poland_GRC10036744,Germany-Poland_GRC10036744,52.5218,13.4015,Berlin,Germany,52.25,21.0,Warsaw,Poland,492,"0,014922","0,534233","1,7E-05","0,226963","0,018491",1E-05,"0,026614","0,151786","0,026964",Turk_2,"38,4899","37,1167"
Gladstein2019_343AJ,Germany-Poland_GRC11062006,Germany-Poland_GRC11062006,52.5218,13.4015,Berlin,Germany,52.25,21.0,Warsaw,Poland,493,"0,033974","0,536958","0,0055","0,228892","0,003004","0,005518","0,017751","0,147036","0,021366",Turk_2,"38,539","37,66"
Gladstein2019_343AJ,Germany-Poland_GRC11066180,Germany-Poland_GRC11066180,52.5218,13.4015,Berlin,Germany,52.25,21.0,Warsaw,Poland,494,"0,021262","0,535241","0,011297","0,236816","0,010623",1E-05,"0,016242","0,149614","0,018895",Turk_2,"39,2649","38,366"
Gladstein2019_343AJ,Germany-Russia_GRC10042695,Germany-Russia_GRC10042695,52.5218,13.4015,Berlin,Germany,55.7522,37.6155,Moscow,Russia,495,"0,020364","0,541362","0,014488","0,226926","0,011676","0,001437","0,02066","0,146225","0,016861",Turk_2,"38,3981","37,8119"
Behar_2013_76_otherJ,GRC12118082,GRC12118082,33.3386,44.3939,Baghdad,Iraq,,,,,496,"0,020027","0,572103","0,001781","0,311607","0,008196","0,006875","0,028344","0,047308","0,003757",Armenians_2,"40,2045","44,5002"
Behar_2013_8_AJ,GRC12118085,GRC12118085,52.25,21.0,Warsaw,Poland,,,,,497,"0,024921","0,522867","0,002978","0,245854","0,018563","0,001877","0,015796","0,154759","0,012387",Turk_2,"40,4529","38,448"
Behar_2013_76_otherJ,GRC12118086,GRC12118086,15.3547,44.2066,Sanaa,Yemen,,,,,498,"0,010295","0,628911","0,008016","0,260244","0,010113",1E-05,"0,019295","0,008515","0,0546",Bedouin_2,"31,0977","35,0314"
Behar_2013_76_otherJ,GRC12118087,GRC12118087,15.3547,44.2066,Sanaa,Yemen,,,,,499,"0,00223","0,626453","0,009801","0,247091","0,000905","0,000883","0,026082","0,019103","0,067452",Bedouin_2,"31,0365","34,9997"
Behar_2013_76_otherJ,GRC12118089,GRC12118089,41.3117,69.2949,Tashkent,Uzbekistan,,,,,500,"0,032406","0,489901","0,004812","0,321059","0,011682","0,011323","0,019205","0,100303","0,009308",Turk_2,"39,6085","38,5826"
Behar_2013_76_otherJ,GRC12118091,GRC12118091,8.5,76.95,Thiruvananthapuram,India,,,,,501,"0,027055","0,201576","0,003495","0,457844","0,00683","0,032529","0,212126","0,050652","0,007894",Turkmens_2,"40,7691","49,3111"
Behar_2013_76_otherJ,GRC12118092,GRC12118092,9.0333,38.7,Addis Ababa,Ethiopia,,,,,502,"0,002946","0,392099","0,055676","0,136547","0,010444","0,017729","0,013543","0,009901","0,361114",Palestinian_1,"32,5625","35,2252"
Behar_2013_76_otherJ,GRC12118094,GRC12118094,19.017,72.857,Mumbai,India,,,,,503,"0,020274","0,28131",1E-05,"0,43292","0,014556","0,009","0,166264","0,061882","0,013784",Turkmens_2,"40,6605","50,0552"
Behar_2013_76_otherJ,GRC12118095,GRC12118095,15.3547,44.2066,Sanaa,Yemen,,,,,504,"0,014372","0,63055","0,010656","0,245249","0,001261","0,007367","0,018301","0,020801","0,051441",Bedouin_2,"31,0712","35,0195"
Behar_2013_76_otherJ,GRC12118096,GRC12118096,8.5,76.95,Thiruvananthapuram,India,,,,,505,"0,031379","0,195617","0,001371","0,485041","0,006864","0,013348","0,22027","0,036932","0,009179",Turkmens_2,"40,7131","49,0915"
Behar_2013_76_otherJ,GRC12118097,GRC12118097,39.9272,32.8644,Ankara,Turkey,,,,,506,"0,01658","0,569555",1E-05,"0,253905","0,009861","0,002983","0,016204","0,101566","0,029337",Palestinian_2,"35,1988","38,1709"
Behar_2013_76_otherJ,GRC12118098,GRC12118098,34.0253,-6.8361,Rabat,Morocco,,,,,507,"0,01391","0,561016","0,008206","0,22643","0,008987","0,004973","0,026034","0,105995","0,04445",Palestinian_2,"34,0162","36,8441"
Behar_2013_76_otherJ,GRC12118100,GRC12118100,36.345,43.145,Mosul,Iraq,,,,,508,"0,033418","0,574656",1E-05,"0,299212","0,009509",1E-05,"0,018518","0,0574","0,007267",Armenians_2,"40,0281","44,3552"
Behar_2013_76_otherJ,GRC12118101,GRC12118101,35.6719,51.4243,Tehran,Iran,,,,,509,"0,022612","0,545596","0,000271","0,299355","0,004143","0,008492","0,025654","0,08363","0,010247",Armenians_2,"39,9795","44,7431"
Behar_2013_76_otherJ,GRC12118102,GRC12118102,33.3386,44.3939,Baghdad,Iraq,,,,,510,"0,015528","0,569352",1E-05,"0,319083",1E-05,"0,012563","0,018236","0,048383","0,016835",Armenians_2,"40,3751","44,568"
Behar_2013_76_otherJ,GRC12118103,GRC12118103,34.0253,-6.8361,Rabat,Morocco,,,,,511,"0,011288","0,543367","0,004928","0,239638","0,005113","0,00623","0,016494","0,127079","0,045863",Palestinian_2,"35,9406","38,42"
Behar_2013_76_otherJ,GRC12118104,GRC12118104,34.0253,-6.8361,Rabat,Morocco,,,,,512,"0,004448","0,541315",1E-05,"0,247766","0,01882","0,006223","0,02257","0,116304","0,042545",Palestinian_2,"35,8159","38,4047"
Behar_2013_76_otherJ,GRC12118106,GRC12118106,19.017,72.857,Mumbai,India,,,,,513,"0,039199","0,264762",1E-05,"0,437178","0,003649","0,024937","0,169447","0,054965","0,005852",Turkmens_2,"40,6099","50,3588"
Behar_2013_76_otherJ,GRC12118107,GRC12118107,41.725,44.7908,Tbilisi,Georgia(country),,,,,514,"0,015765","0,53827","0,003802","0,321001","0,007747",1E-05,"0,019902","0,081482","0,012021",Armenians_1,"40,0587","45,0118"
Behar_2013_76_otherJ,GRC12118108,GRC12118108,41.725,44.7908,Tbilisi,Georgia(country),,,,,515,"0,033085","0,541004","0,00121","0,321061","0,004951",1E-05,"0,015456","0,073039","0,010184",Armenians_2,"40,0614","44,994"
Behar_2013_76_otherJ,GRC12118109,GRC12118109,41.3117,69.2949,Tashkent,Uzbekistan,,,,,516,"0,038763","0,499387","0,00105","0,322824","0,004283","0,002692","0,023748","0,096495","0,010758",Armenians_1,"40,114","42,7993"
Behar_2013_76_otherJ,GRC12118111,GRC12118111,8.5,76.95,Thiruvananthapuram,India,,,,,517,"0,03356","0,199984",1E-05,"0,469645","0,008296","0,011455","0,218923","0,046596","0,011531",Turkmens_2,"40,7436","49,2747"
Behar_2013_76_otherJ,GRC12118113,GRC12118113,9.0333,38.7,Addis Ababa,Ethiopia,,,,,518,"0,014865","0,395579","0,061985","0,132855","0,001435","0,016078","0,021615",1E-05,"0,355577",Palestinian_1,"32,4817","35,1644"
Behar_2013_76_otherJ,GRC12118114,GRC12118114,40.3953,49.8622,Baku,Azerbaijan,,,,,519,"0,016709","0,546665","0,006772","0,318547","0,00568",1E-05,"0,021122","0,0773","0,007195",Armenians_2,"40,063","45,0088"
Behar_2013_76_otherJ,GRC12118115,GRC12118115,41.3117,69.2949,Tashkent,Uzbekistan,,,,,520,"0,028893","0,49342",1E-05,"0,329802","0,002603","0,024615","0,022794","0,092079","0,005783",Armenians_1,"40,4103","43,2881"
Behar_2013_76_otherJ,GRC12118116,GRC12118116,40.3953,49.8622,Baku,Azerbaijan,,,,,521,"0,032053","0,549119","0,00353","0,308602","0,010835","0,005308","0,01767","0,0652","0,007681",Armenians_2,"40,0567","44,9767"
Behar_2013_8_AJ,GRC12118117,GRC12118117,48.8667,2.3333,Paris,France,,,,,522,"0,007549","0,553062",1E-05,"0,219723","0,006891","0,006773","0,025082","0,14679","0,034119",Palestinian_2,"37,1583","35,6888"
Behar_2013_76_otherJ,GRC12118119,GRC12118119,9.0333,38.7,Addis Ababa,Ethiopia,,,,,523,"0,019294","0,400232","0,070721","0,127923","0,005536","0,013602","0,02042","0,002507","0,339765",Palestinian_1,"32,4401","35,0884"
Behar_2013_76_otherJ,GRC12118121,GRC12118121,35.6719,51.4243,Tehran,Iran,,,,,524,"0,020044","0,541562","0,003609","0,324557","0,006337",1E-05,"0,035936","0,061864","0,006082",Armenians_2,"40,0518","44,9093"
Behar_2013_76_otherJ,GRC12118122,GRC12118122,39.9272,32.8644,Ankara,Turkey,,,,,525,"0,019911","0,546757",1E-05,"0,242511","0,006189","0,008327","0,020891","0,129034","0,026369",Turk_2,"37,2133","39,4978"
Behar_2013_76_otherJ,GRC12118123,GRC12118123,40.3953,49.8622,Baku,Azerbaijan,,,,,526,"0,02171","0,538523","0,000174","0,311217","0,011091",1E-05,"0,021297","0,085928","0,01005",Armenians_1,"40,0543","44,9684"
Behar_2013_76_otherJ,GRC12118125,GRC12118125,41.725,44.7908,Tbilisi,Georgia(country),,,,,527,"0,024705","0,556105","0,00081","0,31984",1E-05,"0,009921","0,016954","0,064435","0,00722",Armenians_2,"40,0672","45,0209"
Behar_2013_76_otherJ,GRC12118128,GRC12118128,39.9272,32.8644,Ankara,Turkey,,,,,528,"0,01875","0,555753","0,006598","0,252645","0,007197","0,006713","0,016416","0,117132","0,018797",Armenians_2,"37,7328","40,7327"
Behar_2013_76_otherJ,GRC12118129,GRC12118129,33.3386,44.3939,Baghdad,Iraq,,,,,529,"0,025879","0,560447","0,000421","0,308575","0,005358","0,003252","0,011863","0,055295","0,028908",Armenians_2,"39,9098","44,4997"
Gladstein2019_343AJ,Hungary-Belarus_GRC002221,Hungary-Belarus_GRC002221,47.5,19.0833,Budapest,Hungary,53.9,27.5666,Minsk,Belarus,530,"0,023044","0,507331","0,001868","0,24934","0,012938","0,003705","0,016781","0,1567","0,028293",Turk_2,"41,2358","38,6375"
Gladstein2019_343AJ,Hungary-Belarus_GRC013090,Hungary-Belarus_GRC013090,47.5,19.0833,Budapest,Hungary,53.9,27.5666,Minsk,Belarus,531,"0,008742","0,495297","0,000158","0,246218","0,019733","0,00567","0,022944","0,172231","0,029006",Turk_2,"42,0635","36,4125"
Gladstein2019_343AJ,Hungary-Czechia_GRC010415,Hungary-Czechia_GRC010415,47.5,19.0833,Budapest,Hungary,50.0833,14.4665,Prague,Czechia,532,"0,011893","0,523739","0,009885","0,244424",1E-05,1E-05,"0,031617","0,160198","0,018224",Turk_2,"40,5599","38,0512"
Gladstein2019_343AJ,Hungary-Latvia_GRC000388,Hungary-Latvia_GRC000388,47.5,19.0833,Budapest,Hungary,56.95,24.1,Riga,Latvia,533,"0,037297","0,510189",1E-05,"0,237758","0,010272","0,001067","0,021947","0,166803","0,014657",Turk_2,"41,587","37,3971"
Gladstein2019_343AJ,Hungary-Poland_GRC000493,Hungary-Poland_GRC000493,47.5,19.0833,Budapest,Hungary,52.25,21.0,Warsaw,Poland,534,"0,029196","0,538991","0,011713","0,223319","0,010783","0,010018","0,024349","0,132429","0,019203",Turk_2,"37,9173","38,7233"
Gladstein2019_343AJ,Hungary-Poland_GRC006889,Hungary-Poland_GRC006889,47.5,19.0833,Budapest,Hungary,52.25,21.0,Warsaw,Poland,535,"0,035193","0,516607",1E-05,"0,232775",1E-05,1E-05,"0,025996","0,165058","0,024342",Turk_2,"40,9143","36,9886"
Gladstein2019_343AJ,Hungary-Poland_GRC012343,Hungary-Poland_GRC012343,47.5,19.0833,Budapest,Hungary,52.25,21.0,Warsaw,Poland,536,"0,008954","0,543353",1E-05,"0,24824","0,009822","0,004419","0,008763","0,149542","0,026897",Turk_2,"38,515","38,8095"
Gladstein2019_343AJ,Hungary-Russia_GRC11051641,Hungary-Russia_GRC11051641,47.5,19.0833,Budapest,Hungary,55.7522,37.6155,Moscow,Russia,537,"0,014042","0,528004","0,000104","0,246191","0,025692","0,015278","0,013129","0,139327","0,018232",Turk_2,"38,8413","39,4393"
Gladstein2019_343AJ,Hungary-Ukraine_GRC11066178,Hungary-Ukraine_GRC11066178,47.5,19.0833,Budapest,Hungary,50.4334,30.5166,Kiev,Ukraine,538,"0,019091","0,528302","0,006766","0,22616",1E-05,"0,013312","0,028165","0,152965","0,02523",Turk_2,"38,8093","36,8685"
Behar_2013_76_otherJ,IranJew1425,IranJew1425,35.6719,51.4243,Tehran,Iran,,,,,549,"0,02586","0,566964","0,005843","0,331345","0,008003","0,001845","0,018788","0,035271","0,00608",Armenians_2,"40,4499","44,489"
Behar_2013_76_otherJ,IranJew4485,IranJew4485,35.6719,51.4243,Tehran,Iran,,,,,551,"0,006753","0,532398","0,006061","0,334956","0,005447","0,009688","0,027755","0,063066","0,013875",Armenians_1,"40,0308","44,8674"
Behar_2013_76_otherJ,IranJew4685,IranJew4685,35.6719,51.4243,Tehran,Iran,,,,,552,"0,030159","0,549151","0,009297","0,307612","0,003399","0,014256","0,014208","0,061629","0,010288",Armenians_2,"40,0522","44,9398"
Behar_2010_100_otherJ,iran_jew1,iran_jew1,35.6719,51.4243,Tehran,Iran,,,,,553,"0,021003","0,54444","0,001576","0,337056",1E-05,"0,007495","0,019599","0,054957","0,013862",Armenians_2,"40,1073","44,9089"
Behar_2010_100_otherJ,iran_jew2,iran_jew2,35.6719,51.4243,Tehran,Iran,,,,,554,"0,016384","0,555332","0,004335","0,318824","0,012372",1E-05,"0,02108","0,055519","0,016143",Armenians_2,"40,0721","44,9178"
Behar_2010_100_otherJ,iran_jew3,iran_jew3,35.6719,51.4243,Tehran,Iran,,,,,555,"0,025639","0,546365","0,002616","0,32394",1E-05,"0,00108","0,025852","0,053758","0,020741",Armenians_2,"40,0329","44,8409"
Behar_2010_100_otherJ,iran_jew4,iran_jew4,35.6719,51.4243,Tehran,Iran,,,,,556,"0,029641","0,558521",1E-05,"0,320348",1E-05,1E-05,"0,025551","0,043126","0,022783",Armenians_2,"39,9608","44,4707"
Behar_2010_100_otherJ,iraq_jew1,iraq_jew1,33.3386,44.3939,Baghdad,Iraq,,,,,557,"0,013264","0,562797","0,007222","0,318342","0,009999",1E-05,"0,013992","0,061369","0,013006",Armenians_2,"40,1166","44,9581"
Behar_2010_100_otherJ,iraq_jew2,iraq_jew2,33.3386,44.3939,Baghdad,Iraq,,,,,558,"0,013324","0,574781","0,006935","0,313259","0,008688","0,003814","0,015161","0,048851","0,015187",Armenians_2,"40,3819","44,4585"
Behar_2010_100_otherJ,iraq_jew3,iraq_jew3,33.3386,44.3939,Baghdad,Iraq,,,,,559,"0,011809","0,556182",1E-05,"0,321356",1E-05,1E-05,"0,034921","0,057498","0,018204",Armenians_2,"40,019","44,7212"
Behar_2010_100_otherJ,iraq_jew4,iraq_jew4,33.3386,44.3939,Baghdad,Iraq,,,,,560,"0,014219","0,577309","0,003845","0,294874","0,006146","0,00519","0,018772","0,059431","0,020215",Armenians_2,"39,5394","43,6763"
Behar_2010_100_otherJ,iraq_jew5,iraq_jew5,33.3386,44.3939,Baghdad,Iraq,,,,,561,"0,00713","0,576719",1E-05,"0,303556","0,007593","0,00819","0,015065","0,061396","0,020342",Armenians_2,"40,0214","44,1632"
Behar_2010_100_otherJ,iraq_jew6,iraq_jew6,33.3386,44.3939,Baghdad,Iraq,,,,,562,"0,008414","0,574669","0,009441","0,313986",1E-05,"0,003602","0,024517","0,053577","0,011783",Armenians_2,"40,2886","44,4961"
Behar_2010_100_otherJ,iraq_jew7,iraq_jew7,33.3386,44.3939,Baghdad,Iraq,,,,,563,"0,007648","0,558406","0,000804","0,321396",1E-05,1E-05,"0,030752","0,058892","0,022083",Armenians_2,"40,0226","44,6784"
Behar_2010_100_otherJ,iraq_jew8,iraq_jew8,33.3386,44.3939,Baghdad,Iraq,,,,,564,"0,006305","0,5806","0,003794","0,30687","0,014887","0,004022","0,018423","0,048869","0,01623",Georgians_1,"39,9683","43,8515"
Behar_2010_100_otherJ,iraq_jew9,iraq_jew9,33.3386,44.3939,Baghdad,Iraq,,,,,565,"0,026235","0,550925","0,00254","0,310812","0,004431","0,015771","0,014675","0,059065","0,015546",Armenians_2,"40,0511","44,9265"
Behar_2010_100_otherJ,iraq_jew10,iraq_jew10,33.3386,44.3939,Baghdad,Iraq,,,,,566,"0,020135","0,562778","0,001271","0,31707",1E-05,"0,007093","0,025752","0,055435","0,010456",Armenians_2,"40,1277","44,8919"
Behar_2010_100_otherJ,iraq_jew11,iraq_jew11,33.3386,44.3939,Baghdad,Iraq,,,,,567,"0,022382","0,574128","0,006075","0,314204",1E-05,"0,013396","0,009028","0,038254","0,022523",Georgians_1,"40,1421","43,9691"
Behar_2013_76_otherJ,ItalyJew1,ItalyJew1,41.896,12.4833,Rome,Italy,,,,,568,"0,016494","0,542409","0,003166","0,24488","0,009667","0,008816","0,019563","0,123471","0,031533",Palestinian_2,"36,3015","38,6477"
Behar_2013_76_otherJ,ItalyJew2,ItalyJew2,41.896,12.4833,Rome,Italy,,,,,569,"0,011283","0,556784","0,003814","0,223624","0,010517","0,019506","0,014378","0,136474","0,023619",Palestinian_2,"36,3099","37,5"
Behar_2013_76_otherJ,ItalyJew3,ItalyJew3,41.896,12.4833,Rome,Italy,,,,,570,"0,012844","0,565781","0,000472","0,237341",1E-05,"0,004658","0,022585","0,125718","0,030589",Palestinian_2,"36,1173","38,9058"
Behar_2013_76_otherJ,ItalyJew4,ItalyJew4,41.896,12.4833,Rome,Italy,,,,,571,1E-05,"0,566719","0,005582","0,238837","0,015161","0,007471","0,015303","0,126785","0,024132",Palestinian_2,"36,2755","39,1473"
Behar_2013_76_otherJ,ItalyJew5,ItalyJew5,41.896,12.4833,Rome,Italy,,,,,572,1E-05,"0,570769","0,001498","0,254261","0,001791","0,019323","0,028211","0,097904","0,026233",Palestinian_2,"35,2098","38,2654"
Behar_2013_76_otherJ,ItalyJew6,ItalyJew6,41.896,12.4833,Rome,Italy,,,,,573,"0,02014","0,507991",1E-05,"0,246153","0,010322","0,009296","0,027413","0,160902","0,017773",Turk_2,"41,3968","38,1379"
Behar_2013_76_otherJ,ItalyJew7,ItalyJew7,41.896,12.4833,Rome,Italy,,,,,574,"0,027916","0,560353",1E-05,"0,252678","0,002404","0,019938","0,005918","0,114476","0,016307",Armenians_2,"37,7297","40,7241"
Behar_2013_76_otherJ,ItalyJew8,ItalyJew8,41.896,12.4833,Rome,Italy,,,,,575,"0,01147","0,546951","0,00362","0,231389","0,006622","0,00712","0,018819","0,148227","0,025781",Turk_2,"38,0629","37,9932"
Behar_2013_76_otherJ,ItalyJew9,ItalyJew9,41.896,12.4833,Rome,Italy,,,,,576,"0,017718","0,553129","0,004264","0,216194","0,005505","0,018763","0,024213","0,140441","0,019774",Palestinian_2,"37,5018","36,8804"
Behar_2013_76_otherJ,ItalyJew10,ItalyJew10,41.896,12.4833,Rome,Italy,,,,,577,"0,003821","0,560016","0,000972","0,232674","0,014794","0,015769","0,027804","0,119879","0,024271",Palestinian_2,"36,125","38,8603"
Behar_2013_76_otherJ,KurdJew856,KurdJew856,36.345,43.145,Mosul,Iraq,,,,,578,"0,018392","0,566573","0,005108","0,291968","0,014581","0,017612","0,016029","0,064026","0,00571",Armenians_2,"39,853","44,3319"
Behar_2013_76_otherJ,KurdJew4573,KurdJew4573,36.345,43.145,Mosul,Iraq,,,,,583,"0,042378","0,550713","0,003674","0,320647",1E-05,1E-05,"0,022058","0,054576","0,005935",Armenians_2,"40,0741","44,859"
Behar_2013_76_otherJ,KurdJew4689,KurdJew4689,36.345,43.145,Mosul,Iraq,,,,,586,"0,041088","0,49004",1E-05,"0,329922","0,019746",1E-05,"0,028096","0,08399","0,007097",Armenians_1,"40,3581","42,1838"
Gladstein2019_343AJ,Latvia-Austria_GRC11056128,Latvia-Austria_GRC11056128,56.95,24.1,Riga,Latvia,48.2,16.3666,Vienna,Austria,587,"0,009306","0,535127","0,001618","0,240223","0,01858","0,008038","0,031116","0,131352","0,024638",Turk_2,"38,0358","39,2502"
Gladstein2019_343AJ,Latvia-Belarus_GRC000173,Latvia-Belarus_GRC000173,56.95,24.1,Riga,Latvia,53.9,27.5666,Minsk,Belarus,588,"0,022269","0,509565","0,009399","0,246135","0,001626","0,018006","0,022399","0,158643","0,011956",Turk_2,"41,318","38,392"
Gladstein2019_343AJ,Latvia-Belarus_GRC006396,Latvia-Belarus_GRC006396,56.95,24.1,Riga,Latvia,53.9,27.5666,Minsk,Belarus,589,"0,01019","0,508868","0,004129","0,22612","0,016455",1E-05,"0,033022","0,171243","0,029962",Turk_2,"41,3625","35,2453"
Gladstein2019_343AJ,Latvia-Germany_GRC10040209,Latvia-Germany_GRC10040209,56.95,24.1,Riga,Latvia,52.5218,13.4015,Berlin,Germany,590,"0,013423","0,52718",1E-05,"0,227776","0,00256","0,012411","0,029581","0,166921","0,020138",Turk_2,"40,1906","36,1837"
Gladstein2019_343AJ,Latvia-Hungary_GRC10037460,Latvia-Hungary_GRC10037460,56.95,24.1,Riga,Latvia,47.5,19.0833,Budapest,Hungary,591,"0,026245","0,496465","0,002774","0,243199","0,012049","0,009885","0,030025","0,162977","0,016381",Turk_2,"41,5974","37,6375"
Gladstein2019_343AJ,Latvia-Lithuania_GRC11058057,Latvia-Lithuania_GRC11058057,56.95,24.1,Riga,Latvia,54.6834,25.3166,Vilnius,Lithuania,592,"0,020138","0,533704",1E-05,"0,240446","0,012441","0,009376","0,013062","0,146091","0,024732",Turk_2,"38,6032","38,1676"
Gladstein2019_343AJ,Latvia-Lithuania_GRC11066177,Latvia-Lithuania_GRC11066177,56.95,24.1,Riga,Latvia,54.6834,25.3166,Vilnius,Lithuania,593,"0,023571","0,511088","0,001861","0,245308","0,00403","0,006475","0,034202","0,154501","0,018965",Turk_2,"40,5751","38,1117"
Gladstein2019_343AJ,Latvia-Russia_GRC005057,Latvia-Russia_GRC005057,56.95,24.1,Riga,Latvia,55.7522,37.6155,Moscow,Russia,594,"0,022291","0,529971",1E-05,"0,229586","0,004272","0,008588","0,030081","0,154695","0,020505",Turk_2,"39,6009","37,431"
Gladstein2019_343AJ,Latvia-Ukraine_GRC017694,Latvia-Ukraine_GRC017694,56.95,24.1,Riga,Latvia,50.4334,30.5166,Kiev,Ukraine,595,"0,023006","0,519283","0,011769","0,24454","0,019779","0,001818","0,007908","0,152465","0,019432",Turk_2,"40,4076","38,4347"
Gladstein2019_343AJ,Latvia-Ukraine_GRC025288,Latvia-Ukraine_GRC025288,56.95,24.1,Riga,Latvia,50.4334,30.5166,Kiev,Ukraine,596,"0,029223","0,507829","0,008231","0,241878","0,004033","0,00421","0,035178","0,159197","0,010219",Turk_2,"41,3249","38,1325"
Gladstein2019_343AJ,Latvia-Uzbekistan_GRC004803,Latvia-Uzbekistan_GRC004803,56.95,24.1,Riga,Latvia,41.3117,69.2949,Tashkent,Uzbekistan,597,"0,005146","0,497547",1E-05,"0,258489","0,017918","0,002545","0,035109","0,15743","0,025806",Turk_2,"41,4597","38,8702"
Gladstein2019_343AJ,Lithuania-Austria_GRC030951,Lithuania-Austria_GRC030951,54.6834,25.3166,Vilnius,Lithuania,48.2,16.3666,Vienna,Austria,604,"0,037421","0,5346","0,00663","0,237887","0,008822","0,002586","0,011953","0,143468","0,016634",Turk_2,"39,2893","39,4202"
Gladstein2019_343AJ,Lithuania-Belarus_GRC010759,Lithuania-Belarus_GRC010759,54.6834,25.3166,Vilnius,Lithuania,53.9,27.5666,Minsk,Belarus,605,"0,019578","0,510367",1E-05,"0,238928","0,012122","0,015371","0,014063","0,163943","0,025617",Turk_2,"40,9813","36,9597"
Gladstein2019_343AJ,Lithuania-Belarus_GRC010996,Lithuania-Belarus_GRC010996,54.6834,25.3166,Vilnius,Lithuania,53.9,27.5666,Minsk,Belarus,606,"0,004866","0,517848",1E-05,"0,246875","0,020862","0,009949","0,019407","0,163406","0,016776",Turk_2,"40,8694","37,69"
Gladstein2019_343AJ,Lithuania-Belarus_GRC029738,Lithuania-Belarus_GRC029738,54.6834,25.3166,Vilnius,Lithuania,53.9,27.5666,Minsk,Belarus,607,"0,030175","0,519504","0,010779","0,242026","0,007497","0,002053","0,025391","0,146255","0,016319",Turk_2,"40,1788","38,5393"
Gladstein2019_343AJ,Lithuania-Belarus_GRC031696,Lithuania-Belarus_GRC031696,54.6834,25.3166,Vilnius,Lithuania,53.9,27.5666,Minsk,Belarus,608,"0,021487","0,547541",1E-05,"0,240328","0,009058","0,02051","0,011596","0,136365","0,013105",Turk_2,"38,4445","39,8438"
Gladstein2019_343AJ,Lithuania-Belarus_GRC11066183,Lithuania-Belarus_GRC11066183,54.6834,25.3166,Vilnius,Lithuania,53.9,27.5666,Minsk,Belarus,609,"0,041554","0,520696","0,003026","0,263797","0,00773",1E-05,"0,012441","0,131531","0,019215",Turk_2,"39,7111","39,4134"
Gladstein2019_343AJ,Lithuania-Germany_GRC10046357,Lithuania-Germany_GRC10046357,54.6834,25.3166,Vilnius,Lithuania,52.5218,13.4015,Berlin,Germany,610,"0,018982","0,510027","0,011912","0,241087","0,004252","0,005914","0,030796","0,166669","0,010361",Turk_2,"41,6585","37,3548"
Gladstein2019_343AJ,Lithuania-Latvia_GRC10034417,Lithuania-Latvia_GRC10034417,54.6834,25.3166,Vilnius,Lithuania,56.95,24.1,Riga,Latvia,611,"0,012981","0,514826","0,010302","0,260966","0,018625","0,014696","0,01024","0,143149","0,014215",Turk_2,"40,0246","40,3826"
Gladstein2019_343AJ,Lithuania-Latvia_GRC11055203,Lithuania-Latvia_GRC11055203,54.6834,25.3166,Vilnius,Lithuania,56.95,24.1,Riga,Latvia,612,"0,035606","0,496328",1E-05,"0,247456","0,016685","0,00284","0,018355","0,155428","0,027292",Turk_2,"41,2107","38,5065"
Gladstein2019_343AJ,Lithuania-Moldova_GRC10036361,Lithuania-Moldova_GRC10036361,54.6834,25.3166,Vilnius,Lithuania,47.005,28.8577,Chisinau,Moldova,613,"0,034631","0,500375","0,015173","0,246116","0,010903","0,007594","0,019259","0,158508","0,00744",Turk_2,"41,314","38,3127"
Gladstein2019_343AJ,Lithuania-Poland_GRC013536,Lithuania-Poland_GRC013536,54.6834,25.3166,Vilnius,Lithuania,52.25,21.0,Warsaw,Poland,614,"0,016578","0,545047","0,001631","0,248744","0,008817","0,013589","0,025483","0,128707","0,011404",Turk_2,"38,3317","40,5445"
Gladstein2019_343AJ,Lithuania-Poland_GRC029228,Lithuania-Poland_GRC029228,54.6834,25.3166,Vilnius,Lithuania,52.25,21.0,Warsaw,Poland,615,"0,030625","0,495927","0,013618","0,24907","0,008028","0,01159","0,016348","0,16283","0,011963",Turk_2,"41,5503","38,0902"
Gladstein2019_343AJ,Lithuania-Poland_GRC10041813,Lithuania-Poland_GRC10041813,54.6834,25.3166,Vilnius,Lithuania,52.25,21.0,Warsaw,Poland,616,"0,024591","0,490015",1E-05,"0,265902",1E-05,"0,006167","0,023331","0,159593","0,030381",Turk_2,"41,5794","39,2271"
